#group,false,false,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,
,result,table,_time,_value,_field,_measurement,sensor_id
,,0,2021-09-15T14:37:11Z,0.5119237743938307,co,airSensors,TLM0100
,,0,2021-10-13T17:19:30Z,0.5181757309781228,co,airSensors,TLM0100
,,0,2021-10-13T17:19:40Z,0.514656181235041,co,airSensors,TLM0100
,,0,2021-10-13T17:19:50Z,0.5058083404926201,co,airSensors,TLM0100
,,0,2021-10-13T17:20:00Z,0.5168346228235797,co,airSensors,TLM0100
,,0,2021-10-13T17:20:10Z,0.5264759217775448,co,airSensors,TLM0100
,,0,2021-10-13T17:20:20Z,0.5203520706448613,co,airSensors,TLM0100
,,0,2021-10-13T17:20:30Z,0.5233122819380326,co,airSensors,TLM0100
,,0,2021-10-13T17:20:40Z,0.5371039341411983,co,airSensors,TLM0100
,,0,2021-10-13T17:20:50Z,0.5349786212367983,co,airSensors,TLM0100
,,0,2021-10-13T17:21:00Z,0.5260094641709747,co,airSensors,TLM0100
,,0,2021-10-13T17:21:10Z,0.5349811298534937,co,airSensors,TLM0100
,,0,2021-10-13T17:21:20Z,0.5467451317734813,co,airSensors,TLM0100
,,0,2021-10-13T17:21:30Z,0.5625609536306053,co,airSensors,TLM0100
,,0,2021-10-13T17:21:40Z,0.5599537406514635,co,airSensors,TLM0100
,,0,2021-10-13T17:21:50Z,0.5520344751650937,co,airSensors,TLM0100
,,0,2021-10-13T17:22:00Z,0.558005085089185,co,airSensors,TLM0100
,,0,2021-10-13T17:22:10Z,0.5584366301655853,co,airSensors,TLM0100
,,0,2021-10-13T17:22:20Z,0.5591235588953289,co,airSensors,TLM0100
,,0,2021-10-13T17:22:30Z,0.554109196409056,co,airSensors,TLM0100
,,0,2021-10-13T17:22:40Z,0.5568122064463339,co,airSensors,TLM0100
,,0,2021-10-13T17:22:50Z,0.5401765088336534,co,airSensors,TLM0100
,,0,2021-10-13T17:23:00Z,0.5212857320073049,co,airSensors,TLM0100
,,0,2021-10-13T17:23:10Z,0.537033348761962,co,airSensors,TLM0100
,,0,2021-10-13T17:23:20Z,0.555562774878989,co,airSensors,TLM0100
,,0,2021-10-13T17:23:30Z,0.5598912078627012,co,airSensors,TLM0100
,,0,2021-10-13T17:23:40Z,0.5413890601008714,co,airSensors,TLM0100
,,0,2021-10-13T17:23:50Z,0.5533580473172526,co,airSensors,TLM0100
,,0,2021-10-13T17:24:00Z,0.5578981733687761,co,airSensors,TLM0100
,,0,2021-10-13T17:24:10Z,0.5733227930387322,co,airSensors,TLM0100
,,0,2021-10-13T17:24:20Z,0.5908976451038283,co,airSensors,TLM0100
,,0,2021-10-13T17:24:30Z,0.5711166952782937,co,airSensors,TLM0100
,,0,2021-10-13T17:24:40Z,0.5527710748613922,co,airSensors,TLM0100
,,0,2021-10-13T17:24:50Z,0.5418743213189875,co,airSensors,TLM0100
,,0,2021-10-13T17:25:00Z,0.5341575452684701,co,airSensors,TLM0100
,,0,2021-10-13T17:25:10Z,0.5312608195161708,co,airSensors,TLM0100
,,0,2021-10-13T17:25:20Z,0.5436846920731859,co,airSensors,TLM0100
,,0,2021-10-13T17:25:30Z,0.5479440869953963,co,airSensors,TLM0100
,,0,2021-10-13T17:25:40Z,0.5400918626842405,co,airSensors,TLM0100
,,0,2021-10-13T17:25:50Z,0.5289953594726896,co,airSensors,TLM0100
,,0,2021-10-13T17:26:00Z,0.5116233977138144,co,airSensors,TLM0100
,,0,2021-10-13T17:26:10Z,0.5022173080285092,co,airSensors,TLM0100
,,0,2021-10-13T17:26:20Z,0.5159300794071947,co,airSensors,TLM0100
,,0,2021-10-13T17:26:30Z,0.5237314891488427,co,airSensors,TLM0100
,,0,2021-10-13T17:26:40Z,0.5383627793682055,co,airSensors,TLM0100
,,0,2021-10-13T17:26:50Z,0.524004224985874,co,airSensors,TLM0100
,,0,2021-10-13T17:27:00Z,0.5208261354932826,co,airSensors,TLM0100
,,0,2021-10-13T17:27:10Z,0.5028633371030237,co,airSensors,TLM0100
,,0,2021-10-13T17:27:20Z,0.49058787782027574,co,airSensors,TLM0100
,,0,2021-10-13T17:27:30Z,0.5012002820943185,co,airSensors,TLM0100
,,0,2021-10-13T17:27:40Z,0.4961467912465764,co,airSensors,TLM0100
,,0,2021-10-13T17:27:50Z,0.5159976893381258,co,airSensors,TLM0100
,,0,2021-10-13T17:28:00Z,0.5011587048459186,co,airSensors,TLM0100
,,0,2021-10-13T17:28:10Z,0.5170689533407543,co,airSensors,TLM0100
,,0,2021-10-13T17:28:20Z,0.5266800535075175,co,airSensors,TLM0100
,,0,2021-10-13T17:28:30Z,0.5076408621882268,co,airSensors,TLM0100
,,0,2021-10-13T17:28:40Z,0.49383964549262455,co,airSensors,TLM0100
,,0,2021-10-13T17:28:50Z,0.4944088561707229,co,airSensors,TLM0100
,,0,2021-10-13T17:29:00Z,0.4873895364955871,co,airSensors,TLM0100
,,0,2021-10-13T17:29:10Z,0.4803212310012646,co,airSensors,TLM0100
,,0,2021-10-13T17:29:20Z,0.47050782294745813,co,airSensors,TLM0100
,,0,2021-10-13T17:29:30Z,0.4631113106698734,co,airSensors,TLM0100
,,0,2021-10-13T17:29:40Z,0.457653032387695,co,airSensors,TLM0100
,,0,2021-10-13T17:29:50Z,0.4440347106175629,co,airSensors,TLM0100
,,0,2021-10-13T17:30:00Z,0.45015703972828935,co,airSensors,TLM0100
,,0,2021-10-13T17:30:10Z,0.4560048515747783,co,airSensors,TLM0100
,,0,2021-10-13T17:30:20Z,0.43918668437901365,co,airSensors,TLM0100
,,0,2021-10-13T17:30:30Z,0.44896972822352976,co,airSensors,TLM0100
,,0,2021-10-13T17:30:40Z,0.43827936425754516,co,airSensors,TLM0100
,,0,2021-10-13T17:30:50Z,0.4424954461478124,co,airSensors,TLM0100
,,0,2021-10-13T17:31:00Z,0.43627800081035956,co,airSensors,TLM0100
,,0,2021-10-13T17:31:10Z,0.43147537428957505,co,airSensors,TLM0100
,,0,2021-10-13T17:31:20Z,0.42372083204384225,co,airSensors,TLM0100
,,0,2021-10-13T17:31:30Z,0.40668523197376616,co,airSensors,TLM0100
,,0,2021-10-13T17:31:40Z,0.4235614257398108,co,airSensors,TLM0100
,,0,2021-10-13T17:31:50Z,0.4201396491808662,co,airSensors,TLM0100
,,0,2021-10-13T17:32:00Z,0.4378994211807923,co,airSensors,TLM0100
,,0,2021-10-13T17:32:10Z,0.44203893216291157,co,airSensors,TLM0100
,,0,2021-10-13T17:32:20Z,0.4486926346625051,co,airSensors,TLM0100
,,0,2021-10-13T17:32:30Z,0.4607819143515748,co,airSensors,TLM0100
,,0,2021-10-13T17:32:40Z,0.4613312585759732,co,airSensors,TLM0100
,,0,2021-10-13T17:32:50Z,0.47460986267819066,co,airSensors,TLM0100
,,0,2021-10-13T17:33:00Z,0.4578218880877767,co,airSensors,TLM0100
,,0,2021-10-13T17:33:10Z,0.46834281364651875,co,airSensors,TLM0100
,,0,2021-10-13T17:33:20Z,0.45134596275612876,co,airSensors,TLM0100
,,0,2021-10-13T17:33:30Z,0.47124294763289565,co,airSensors,TLM0100
,,0,2021-10-13T17:33:40Z,0.4752129638677125,co,airSensors,TLM0100
,,0,2021-10-13T17:33:50Z,0.4668441813753144,co,airSensors,TLM0100
,,0,2021-10-13T17:34:00Z,0.4501113464593439,co,airSensors,TLM0100
,,0,2021-10-13T17:34:10Z,0.443323172971674,co,airSensors,TLM0100
,,0,2021-10-13T17:34:20Z,0.4433942659462101,co,airSensors,TLM0100
,,0,2021-10-13T17:34:30Z,0.43317514173299443,co,airSensors,TLM0100
,,0,2021-10-13T17:34:40Z,0.4417645639373482,co,airSensors,TLM0100
,,0,2021-10-13T17:34:50Z,0.43031294142656973,co,airSensors,TLM0100
,,0,2021-10-13T17:35:00Z,0.435604117817413,co,airSensors,TLM0100
,,0,2021-10-13T17:35:10Z,0.4261480898743095,co,airSensors,TLM0100
,,0,2021-10-13T17:35:20Z,0.4320205018515244,co,airSensors,TLM0100
,,0,2021-10-13T17:35:30Z,0.4240081893180785,co,airSensors,TLM0100
,,0,2021-10-13T17:35:40Z,0.41354138479044217,co,airSensors,TLM0100
,,0,2021-10-13T17:35:50Z,0.39891742480587233,co,airSensors,TLM0100
,,0,2021-10-13T17:36:00Z,0.4021505287479334,co,airSensors,TLM0100
,,0,2021-10-13T17:36:10Z,0.39632350559275303,co,airSensors,TLM0100
,,0,2021-10-13T17:36:20Z,0.3775847859073117,co,airSensors,TLM0100
,,0,2021-10-13T17:36:30Z,0.3759448314713818,co,airSensors,TLM0100
,,0,2021-10-13T17:36:40Z,0.36070659072582406,co,airSensors,TLM0100
,,0,2021-10-13T17:36:50Z,0.35264318880166884,co,airSensors,TLM0100
,,0,2021-10-13T17:37:00Z,0.3543124377750713,co,airSensors,TLM0100
,,0,2021-10-13T17:37:10Z,0.3723579901881511,co,airSensors,TLM0100
,,0,2021-10-13T17:37:20Z,0.38708949459827613,co,airSensors,TLM0100
,,0,2021-10-13T17:37:30Z,0.40427779945216974,co,airSensors,TLM0100
,,0,2021-10-13T17:37:40Z,0.4070113214237337,co,airSensors,TLM0100
,,0,2021-10-13T17:37:49Z,0.4999063768336289,co,airSensors,TLM0100
,,0,2021-10-13T17:37:50Z,0.3926256471059499,co,airSensors,TLM0100
,,0,2021-10-13T17:37:59Z,0.48603109242929926,co,airSensors,TLM0100
,,0,2021-10-13T17:38:00Z,0.4063590102853103,co,airSensors,TLM0100
,,0,2021-10-13T17:38:09Z,0.4817884583407579,co,airSensors,TLM0100
,,0,2021-10-13T17:38:10Z,0.3955499226728732,co,airSensors,TLM0100
,,0,2021-10-13T17:38:19Z,0.496192240729477,co,airSensors,TLM0100
,,0,2021-10-13T17:38:20Z,0.37595084448201677,co,airSensors,TLM0100
,,0,2021-10-13T17:38:29Z,0.4962024644985183,co,airSensors,TLM0100
,,0,2021-10-13T17:38:30Z,0.38759302145555224,co,airSensors,TLM0100
,,0,2021-10-13T17:38:39Z,0.49800652818990454,co,airSensors,TLM0100
,,0,2021-10-13T17:38:40Z,0.368739618033476,co,airSensors,TLM0100
,,0,2021-10-13T17:38:49Z,0.4875069291802444,co,airSensors,TLM0100
,,0,2021-10-13T17:38:50Z,0.37925547678986526,co,airSensors,TLM0100
,,0,2021-10-13T17:38:59Z,0.49752092209991794,co,airSensors,TLM0100
,,0,2021-10-13T17:39:00Z,0.39064160861725133,co,airSensors,TLM0100
,,0,2021-10-13T17:39:09Z,0.5099238553447875,co,airSensors,TLM0100
,,0,2021-10-13T17:39:10Z,0.3912483817729954,co,airSensors,TLM0100
,,0,2021-10-13T17:39:19Z,0.523564913900994,co,airSensors,TLM0100
,,0,2021-10-13T17:39:20Z,0.4067556282623713,co,airSensors,TLM0100
,,0,2021-10-13T17:39:29Z,0.5316468373316968,co,airSensors,TLM0100
,,0,2021-10-13T17:39:30Z,0.3895477064707711,co,airSensors,TLM0100
,,0,2021-10-13T17:39:39Z,0.5390742892393386,co,airSensors,TLM0100
,,0,2021-10-13T17:39:40Z,0.3791558561514774,co,airSensors,TLM0100
,,0,2021-10-13T17:39:49Z,0.530143551052264,co,airSensors,TLM0100
,,0,2021-10-13T17:39:50Z,0.38105993459010584,co,airSensors,TLM0100
,,0,2021-10-13T17:39:59Z,0.5496325912391073,co,airSensors,TLM0100
,,0,2021-10-13T17:40:00Z,0.3963121812868794,co,airSensors,TLM0100
,,0,2021-10-13T17:40:09Z,0.5550184871845277,co,airSensors,TLM0100
,,0,2021-10-13T17:40:10Z,0.3780129149810743,co,airSensors,TLM0100
,,0,2021-10-13T17:40:19Z,0.5591273780539081,co,airSensors,TLM0100
,,0,2021-10-13T17:40:20Z,0.3619243209801064,co,airSensors,TLM0100
,,0,2021-10-13T17:40:29Z,0.5476333831789009,co,airSensors,TLM0100
,,0,2021-10-13T17:40:30Z,0.3744348400636577,co,airSensors,TLM0100
,,0,2021-10-13T17:40:39Z,0.535022196345751,co,airSensors,TLM0100
,,0,2021-10-13T17:40:40Z,0.37930951733168394,co,airSensors,TLM0100
,,0,2021-10-13T17:40:49Z,0.5170097351907809,co,airSensors,TLM0100
